,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
0,2828.239,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
1,2828.3920000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
2,2828.5440000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
3,2828.696,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
4,2828.849,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
5,2829.0009999999997,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
6,2829.1540000000005,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
7,2829.3059999999996,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
8,2829.458,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
9,2829.611,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.2615384,19.07
10,2829.763,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.3926024,19.07
11,2829.9159999999997,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.5233616,19.07
12,2830.028,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.6541208,19.07
13,2830.1809999999996,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.78488,19.07
14,2830.22,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.78488,19.07
15,2830.333,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.9156391999995,19.07
16,2830.373,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2530.9156391999995,19.07
17,2830.486,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.0463984000003,19.07
18,2830.525,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.0463984000003,19.07
19,2830.638,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.1771575999996,19.07
20,2830.83,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.3079168,19.07
21,2830.9429999999998,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.438676,19.07
22,2830.982,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.438676,19.07
23,2831.095,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.5694351999996,19.07
24,2831.135,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.5694351999996,19.07
25,2831.248,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.7001944000003,19.07
26,2831.2870000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.7001944000003,19.07
27,2831.4,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.8309535999997,19.07
28,2831.44,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.8309535999997,19.07
29,2831.552,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.9617128000004,19.07
30,2831.592,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2531.9617128000004,19.07
31,2831.705,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.0927768,19.07
32,2831.744,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.0927768,19.07
33,2831.857,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.223536,19.07
34,2832.01,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.3542952,19.07
35,2832.0490000000004,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.3542952,19.07
36,2832.1620000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.4850544,19.07
37,2832.202,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.4850544,19.07
38,2832.3140000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.6158136,19.07
39,2832.3540000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.6158136,19.07
40,2832.467,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.7465728,19.07
41,2832.506,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.7465728,19.07
42,2832.619,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.877332,19.07
43,2832.659,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2532.877332,19.07
44,2832.772,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.0080912,19.07
45,2832.8109999999997,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.0080912,19.07
46,2832.9640000000004,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.1388504,19.07
47,2833.116,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.2696096,19.07
48,2833.2290000000003,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.4003688000003,19.07
49,2833.268,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.4003688000003,19.07
50,2833.381,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.5314328,19.07
51,2833.534,14.8470684622437,19732.0007315855,15.6000006389626,4.6899999672,99.18,2774.26001076563,1.3800000238525802,215.9,136.947890313678,2533.6621920000002,19.07
